-1.578277598772912307e-02,5.177406285421073994e-04,5.608365441610228992e-03,-1.372905820260842541e-03,-8.259419195693038646e-03,1.017790140860360196e-02,3.517446638191008834e-02,-7.453272298997734059e-03,1.510308863597885831e-03
1.122921926965380311e-02,9.898459401112686654e-05,-1.976187901389153873e-04,9.849061941932090315e-05,4.349615483870117295e-04,2.636790839472582127e-03,-2.872595018837155456e-02,4.775545811791036266e-02,1.295195425085046356e-02
-1.985093476402235296e-02,1.499673360789849147e-03,5.388491835763894316e-03,-8.000215133660690996e-04,8.185489090619808535e-04,-2.501566985259363884e-03,4.716070306154516306e-02,-7.751897963262296964e-02,-2.481951853680774284e-02
3.565745562404060848e-02,-3.562864285746449727e-03,-6.382310534477116624e-03,-2.120021728802575292e-03,-5.075109688791278745e-03,8.164878365305886648e-03,-9.418605217885355624e-03,1.650310701215227382e-01,3.076425950623956282e-02
-1.551906356590666315e-02,-3.910681354127181516e-04,2.803597434114334010e-03,-2.285786928246640298e-03,1.168465730452680805e-03,-2.043456589261972035e-03,2.161560347408459943e-03,-3.788874910662991952e-02,-7.241225813864036499e-03
5.552575489860183365e-03,-3.657187443817940626e-04,-4.308019905576361032e-03,1.068430636530290356e-02,9.138319701514513796e-03,-3.529779156650404703e-03,-6.466996922298838893e-03,4.814294431382836609e-02,2.355498255865140847e-03
-8.571750319219704432e-04,1.763276413718618861e-03,1.058808989636241855e-04,-2.524688258201503339e-03,-4.667699388767152999e-03,2.002936468225313422e-03,-1.593017573708675749e-02,9.701500110467504989e-03,4.128337936900742036e-03
1.020123234598205308e-02,1.516337970598100298e-04,-1.272795791265505063e-04,-2.060997254633836068e-02,-3.579621892500464697e-02,2.504701106354120799e-02,-4.612108630701044522e-03,-6.562736231760925298e-02,-1.121690055313920471e-02
2.348923506784182918e-03,4.142426026882631697e-04,-9.248190131268966066e-04,-2.991240883970306547e-02,-2.639775819707102303e-02,3.694309144918098836e-02,1.252642055140208146e-03,-1.489574841108484357e-02,3.160530655822347754e-03
8.755834240559040886e-04,-3.980932788169183633e-04,-1.725847803298497136e-04,6.125887805522700624e-03,1.921705341279101795e-02,-9.698362645108407100e-04,1.050066997227805431e-03,1.591865737714273600e-03,-1.100636160056892542e-03
4.666861282439213794e-05,9.088398960506348856e-04,1.568468538769300210e-05,-2.643750450873668181e-02,-2.273040937821272853e-02,3.144583579959834424e-02,1.979549936399601241e-03,-4.930949016117270288e-03,-3.282553445149750948e-03
-2.463575461554983761e-04,-9.910477914196163651e-04,-1.050136336404573092e-05,5.213707981768597038e-02,4.016897635274166434e-02,-2.130705255663115430e-02,5.100985685191991408e-03,-4.409629521055065393e-03,-2.168892310119316900e-03
6.530298597844341442e-05,1.581752890913110500e-03,-2.401995166470629087e-04,-1.896777099605537892e-02,-1.455983104069598355e-02,9.019143393664996733e-03,-1.982486517572349771e-04,-4.831121548345822811e-04,-2.893649822550730527e-03
2.455428386705757644e-04,-8.290069070881024094e-04,1.595457086710361651e-04,5.472614139865172173e-03,1.291997454106223048e-02,4.361904387462001501e-03,4.563972406658390246e-04,2.449708501649120016e-04,3.257479091221544398e-03
-1.543242305147461343e-04,1.537032965161400262e-04,1.195577274321554128e-04,9.923236872328848254e-03,1.794373735307999013e-02,-3.973203633692900909e-03,1.766500499287546641e-04,-3.740526299725160583e-03,1.119329075002750934e-04
1.200798551479504307e-03,1.888503967746042083e-03,-1.103179366189173063e-04,-1.317380672321608569e-02,7.220750036412616583e-03,7.123791063985539067e-03,-6.209860300648493937e-04,1.608169447200813711e-03,9.929872857490655482e-04
-4.789854597646497143e-04,-4.404800015952478436e-04,6.504167900651011930e-05,-1.942222776623959632e-02,-4.304140360812545169e-02,1.181608926669887837e-02,-1.479800342697611473e-03,-1.013993614492277951e-03,4.871760779893578690e-03
-1.082876046969123060e-05,5.011294659069756710e-05,-8.339502630618538990e-05,-4.360902259514069790e-03,-4.083399354956900040e-02,-1.757991873759684161e-03,3.347003014698221460e-04,3.382701505068133694e-03,-2.119376365671730815e-03
1.992215551388875402e-03,3.708640472047100220e-04,-8.857712591196879870e-04,2.454666749634653450e-02,4.266728994176394174e-02,-3.480932822325677467e-02,-4.108961248860469291e-04,-5.950805492113880662e-04,1.470691367150873605e-03
8.924976378450386649e-06,-2.006167189840282435e-04,-1.202560990646957626e-05,5.136327997173638360e-02,6.735148790924473661e-02,-1.976570542463752800e-02,3.555848272259277748e-04,-1.384522295967291049e-03,2.655873290209158789e-03
-3.658478346243749114e-03,-6.620798754535613465e-03,-1.294054126032142399e-03,-2.389127022143981358e-02,-4.163815540403099924e-02,3.784725754683517657e-02,-9.800429388053437732e-04,7.344921674800635424e-03,6.252082124075279083e-04
-2.521074890873780013e-03,-1.623581806066474661e-03,-3.443589982117738310e-04,2.242285119908225474e-02,1.575533176048760087e-02,-1.155863333961497895e-02,2.557495798879555189e-04,-3.739658452767051044e-04,-2.212371003832002022e-04
4.113220920364524073e-03,1.263067306941490333e-03,-2.132900438260012556e-03,-8.591042877175676185e-04,-1.462447178394506511e-02,5.710361509531964100e-03,-3.043087550206567682e-03,4.521398574125393317e-03,1.745185787610753318e-03
1.735618763938453699e-03,1.653994994439165339e-03,-3.075190973612262533e-04,-2.331832825887416444e-02,-3.214116689801097687e-02,9.589231953014400178e-03,-1.601386428360618893e-03,-7.365397670645687511e-03,-5.023954692485593787e-04
-5.454817574680110616e-03,6.541774381334568289e-03,2.427377011648091873e-03,2.750184068737427864e-02,1.402912573797094643e-02,-2.391466941184727107e-02,-7.648065392592447165e-04,-8.080821881261895240e-03,-2.065380544772066774e-03
2.354464312068685686e-03,4.396217698753376348e-03,-3.639809938815415959e-04,-2.002009819955541739e-03,-1.009256065042451285e-03,6.585632293690139166e-03,-3.503184447461641857e-03,-1.216378021073142440e-02,-4.840776111300207959e-04
-8.209769587779556371e-03,-5.996523032044243475e-04,2.886536415795143851e-03,-3.864196304211104088e-03,-4.039772211970979465e-03,6.193717067891842815e-03,4.386580081851094645e-03,-5.117051503523992531e-04,-3.098459244142007414e-03
1.363513455441942848e-03,-5.433057394761697974e-03,2.269421609305736056e-04,2.891896755814969775e-03,-1.583325175325462492e-02,1.322147353421935893e-02,-8.488066339415383660e-03,6.287389807706507796e-04,1.445245058830889329e-03
-4.993221677094530561e-03,-3.831210428795472477e-03,2.925338443272070075e-03,1.327836277099501104e-02,6.192641798596189642e-03,-2.082341098970332330e-02,1.749111731206656663e-03,-4.728926670298030238e-03,-1.253315790906775473e-03
-7.582218683820204398e-03,3.572259283641800523e-03,-2.071918280695529170e-03,-1.867140217262257956e-02,-1.313910056754546106e-02,1.021868983059605850e-02,8.265197555956883997e-04,-5.426650918145823135e-03,-6.355696125033909530e-03
-7.818178755798460555e-03,6.934618733640743674e-03,3.532300782748769817e-03,-7.369881225896932238e-03,-7.922107002960296351e-03,4.309057717176227077e-03,-7.267113789037174532e-03,-1.407829632770963776e-02,4.458646263406200634e-03
4.082071369334997098e-03,7.873727095186689113e-04,1.346299710719342339e-03,8.323035833582567234e-04,-1.013173336514243232e-02,1.782011846330811868e-04,-2.341026830909415882e-04,8.060179406026416263e-03,3.869484131831709035e-03
-4.738327218275502350e-03,1.026260611586532587e-04,-1.684716915426198117e-03,9.151552253966400291e-03,9.483971117727679062e-03,-1.232320027163511834e-02,3.118087915960018625e-04,-1.131970621942311826e-03,4.124653124483459933e-04
8.771869003341991461e-03,-2.059615584453480992e-04,-1.271206924537083378e-03,1.561991026628766280e-02,8.513923925000088308e-03,-2.277006677836379903e-02,-1.168462185935200282e-03,1.749237075859615739e-03,3.177808664345537198e-03
-1.748954772331663297e-03,-8.654782959333524048e-04,-4.578969946148299039e-04,-1.102419531216689008e-02,-1.695301817287954080e-02,5.148599126673880817e-03,1.813964567410809468e-03,3.478761388398447871e-04,-2.587986483785168629e-03
6.360753671828831522e-03,-2.886803156570646491e-03,-2.908207988151307200e-03,5.299620080896711750e-03,-1.214368869726737148e-04,-1.584759115031486240e-02,-1.453603008600987904e-03,-3.174392884061172739e-04,7.578785739444903087e-03
