,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,99.9742708366542,99.99208549608896,99.90661840703348,100.07200377119348,100.06944775134654,99.97134596995171,100.03429578979043,99.98428110472592,99.96142260366858,100.04542597903792,99.94438227423696,100.09701539409444,99.86587068032055,100.11893965194162,99.98421705692216,100.05601851995728,99.88531460784256,99.98890420834088,99.99409084276948,99.94758548509812,99.83996385536594,99.9866006405064,100.1526571063814,99.93331133863288,100.02966468001772,100.0164224862934,99.98336363032406,100.02650501612392,99.9512116997562,100.05800671914352
2,100.01850884096991,100.09012950658196,99.93539752542716,99.98696182769623,100.06903028485551,99.96548904801396,100.10220139641562,100.01051154540876,99.9320184817004,100.01541761893289,99.92232167873864,100.01714899764862,99.84604179720506,100.02397223815947,100.06210265655658,100.18161291934858,99.90828198517494,100.01513903555724,99.96267827590732,99.89477305996148,99.74956646502751,100.05498703293968,100.06746323091286,99.93499468784248,99.95504449992868,100.07382733941324,99.80937340023114,100.03572194223425,99.98787790673389,100.1293800001654
3,100.14085143515268,100.1100728452738,99.91825684625962,99.99399246951424,100.04404102756956,99.86337880160788,100.08955210041468,100.04113602477014,99.8741542307561,100.02721304831466,99.92623672076203,99.97640496519284,99.88884714285857,100.0009900212238,100.05484150172369,100.20043356292727,99.99890990416498,100.01311456212257,99.9262733918917,99.91538004865392,99.85233024272064,100.10924280369764,100.14978691686316,99.88296858168562,99.96525213793822,100.13061824716458,99.79662647890596,99.94803701142172,99.97931748107086,100.06029033880236
4,100.01682970930533,100.19461323658524,99.77055803177068,100.01084120916605,100.1047398718476,99.82625095665232,100.12396783770956,99.9804847903774,99.96000722742906,100.0110272052851,99.95023793714569,100.10815566953453,99.92522239290982,99.87750564685815,100.04414659174772,100.31539003881008,100.04868639097188,100.08046019645812,99.88114262782166,99.93013330583102,99.81893585322942,100.21310401168154,100.19680459720225,99.91461816394512,100.02582654482045,100.1756875245774,99.92972173985332,99.82271358929329,99.88390100314987,100.07909321244234
5,100.07399507223477,100.28658139079526,99.95282249564949,99.94858472391763,100.25589618083951,99.7736965649634,100.17673622544332,99.97065706161634,99.92324370230342,100.1630212303715,99.98203287739967,100.16706324283668,99.81790175086437,99.84694600450511,100.12336070680644,100.28141087480296,100.05439159433708,100.09305597338974,99.77603567167009,99.9614628832878,99.80093718253818,100.15827057857108,100.0875748841258,99.85704619981183,100.15562177490771,100.40914716504676,99.90515013577608,99.85641080998694,99.8789808814638,100.02900957082444
6,99.99194358431151,100.14948830636064,100.18452644151604,100.0708312479056,100.08277616730012,99.76043882128523,100.19099706369074,99.90661608554258,100.0284616156263,100.28358708213884,100.08176773786715,100.20039904919746,99.82639962173552,99.92324842800367,100.07748483730715,100.31784719959224,99.9740524341114,100.1481538893316,99.84024859751248,100.11684842602112,99.73624280581174,100.26764381739888,100.11408119003924,99.8851438741069,99.9661446283461,100.4651638858028,99.75977146179844,99.75286665316904,99.7714251979955,99.97062449526756
7,100.07743532296884,100.07339241105264,100.30495374899364,100.07553156376996,100.08321494605455,99.64477017225911,100.2420771688297,99.88173078769428,100.06998717209548,100.3590409227806,100.00528521525196,100.28863540872436,99.82211761550136,99.84810305814952,100.09277064675742,100.37356984218845,99.95848987013864,100.15695261399529,99.91753189174736,100.07112446261807,99.69995310238812,100.26178797553668,100.13643518817044,99.83731017018644,100.07582046619976,100.43922788920172,99.67372919350606,99.6145033389824,99.71626644358508,99.95095096298104
8,99.94024315706596,100.1776205948503,100.1105921963932,100.02214136032724,100.1469621630779,99.67341982198045,100.24872680217392,99.85509047272564,100.18811594725338,100.32379135374497,100.01029962965016,100.3546702340766,99.72421052379316,99.95952401244968,100.21881514537058,100.4664204256072,100.02639990769458,100.25821891019297,99.9236136856452,100.22325674415386,99.73990220980932,100.39563901604942,99.96079764125724,99.8702811746732,100.07715986299246,100.54648639669692,99.82405707353912,99.5059173862967,99.75378230293556,99.94654580280886
9,100.09616653765536,100.26320366498906,100.1620372769806,100.00686464108765,100.10680885916852,99.67944861807172,100.29408057689346,99.690758739243,100.09657732202766,100.41078441524267,100.02879167520784,100.4356676728422,99.75515287161666,99.92752289715716,100.32879405728548,100.61091753430428,100.06823425505254,100.3310895765808,99.84286391240938,100.14331095543264,99.6931095035266,100.3174243721466,99.90806355613758,99.82701571445516,100.14560467329318,100.58764920060696,99.93395497228404,99.34923418611524,99.86039361786604,100.00802709136424
